"spp","disp","r2_conditional","r2_marginal","beta_yr","se_yr","p_yr","status","park","breeding.biome","winter.biome","family","bird.group","AI","migrate","native","body.mass","trophic.level","trophic.niche","habitat","habitat.density"
"TRES",-0.862281329483223,NA,0.359237813980782,-0.44510082474033,0.214853350893511,0.0382981453681371,"Decreasing","Seward Park","Habitat Generalist","Widespread","Hirundinidae","landbird","AI","M","native",21.2,"Carnivore","Invertivore","Wetland",3
"VASW",-1.18480041627773,0.773822148817844,0.539991035674542,-0.918510344784228,0.190050462159558,1.34503372104619e-06,"Decreasing","Seward Park","Western Forest","Mexico-Central America","Apodidae","landbird","AI","M","native",17.1,"Carnivore","Invertivore","Forest",1
"VATH",-1.03254663116932,0.278871549402814,0.00136203754197385,-0.0258347365853056,0.0812042673850518,0.750374904316769,"Apparantly stable","Seward Park","Western Forest","Temperate North America","Turdidae","landbird","other","M","native",77.5,"Omnivore","Omnivore","Forest",1
"VGSW",-1.23765871775853,0.708869073612303,0.0442777677641543,-0.231827259631878,0.151226634158676,0.125281020688048,"Apparantly stable","Seward Park","Western Forest","Mexico-Central America","Hirundinidae","landbird","AI","M","native",14.1,"Carnivore","Invertivore","Forest",3
"WAVI",-1.09022645135193,0.243634926781448,0.243634800110905,-0.337380316654519,0.209877089113482,0.107941705038414,"Apparantly stable","Seward Park","Forest Generalist","Mexico-Central America","Vireonidae","landbird","other","M","native",12.7,"Carnivore","Invertivore","Forest",1
"WEFL",-1.23234231696829,0.704789452200915,0.22270562824214,0.516315870656868,0.0733905695215446,1.99003857945223e-12,"Increasing","Seward Park","Western Forest","Mexico-Central America","Tyrannidae","landbird","other","M","native",10.7,"Carnivore","Invertivore","Forest",1
"WEGR",-1.64843234698706,0.978768057060633,0.00698447162392441,-0.340947667073588,0.255017381036278,0.181236168400253,"Apparantly stable","Seward Park","Wetland","Temperate North America","Podicipedidae","waterbird","other","M","native",1137,"Carnivore","Aquatic predator","Wetland",3
"WETA",-1.20385952513576,0.067843464942772,0.067843367752017,-0.160370723495091,0.138603986675971,0.247254937301293,"Apparantly stable","Seward Park","Western Forest","Mexico-Central America","Cardinalidae","landbird","other","M","native",28.1,"Carnivore","Invertivore","Forest",1
"WEWP",-1.02430881303649,NA,0.320148463910134,-0.407928908468183,0.354013818944592,0.249199226939403,"Apparantly stable","Seward Park","Western Forest","South America","Tyrannidae","landbird","AI","M","native",13.1,"Carnivore","Invertivore","Forest",1
"WIWA",-1.26583084506748,0.374467769137386,0.0183731829670118,0.101878646776435,0.116835613336378,0.383217753774038,"Apparantly stable","Seward Park","Forest Generalist","Mexico-Central America","Parulidae","landbird","other","M","native",7,"Carnivore","Invertivore","Forest",1
"YRWA",-0.81939070167623,0.308700028501246,0.0777423724717227,0.199347796326144,0.149870766396465,0.183475016654626,"Apparantly stable","Seward Park","Forest Generalist","Widespread","Parulidae","landbird","other","M","native",11.9,"Carnivore","Invertivore","Forest",1
"ABOW",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Habitat Generalist","Widespread","Tytonidae","landbird","other","R","native",403.3,"Carnivore","Vertivore","Human Modified",3
"BAGO",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",921.2,"Carnivore","Aquatic predator","Wetland",3
"BANS",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Habitat Generalist","South America","Hirundinidae","landbird","AI","M","native",12.7,"Carnivore","Invertivore","Riverine",3
"CACG",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Arctic Tundra","Temperate North America","Anatidae","waterfowl","other","M","native",2811.7,"Herbivore","Herbivore terrestrial","Grassland",3
"CAGU",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Wetland","Temperate North America","Laridae","waterbird","other","M","native",683.4,"Omnivore","Omnivore","Coastal",3
"CANV",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",1202,"Herbivore","Herbivore aquatic","Wetland",3
"CITE",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",377.5,"Herbivore","Herbivore aquatic","Wetland",3
"CLSW",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Habitat Generalist","South America","Hirundinidae","landbird","AI","M","native",21.6,"Carnivore","Invertivore","Grassland",3
"COYE",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Habitat Generalist","Widespread","Parulidae","landbird","other","M","native",9.5,"Carnivore","Invertivore","Wetland",1
"EAGR",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Wetland","Temperate North America","Podicipedidae","waterbird","other","M","native",412.4,"Carnivore","Aquatic predator","Wetland",3
"GCSP",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Arctic Tundra","Temperate North America","Passerellidae","landbird","other","M","native",32,"Herbivore","Omnivore","Shrubland",2
"GHOW",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Habitat Generalist","Widespread","Strigidae","landbird","other","R","native",1354.5,"Carnivore","Vertivore","Forest",2
"GRHE",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Wetland","Widespread","Ardeidae","waterbird","other","M","native",201.5,"Carnivore","Aquatic predator","Wetland",3
"GRSC",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Arctic Tundra","Temperate North America","Anatidae","waterfowl","other","M","native",1005.4,"Omnivore","Aquatic predator","Wetland",3
"GRYE",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Wetland","Widespread","Scolopacidae","shorebird","other","M","native",161.7,"Carnivore","Aquatic predator","Wetland",3
"HAFL",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Western Forest","Mexico-Central America","Tyrannidae","landbird","other","M","native",10.4,"Carnivore","Invertivore","Forest",1
"HOSP",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Introduced","Introduced","Passeridae","other","other","Introduced","Introduced",26.5,"Herbivore","Granivore","Human Modified",3
"KILL",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Habitat Generalist","Widespread","Charadriidae","shorebird","other","M","native",96.4,"Carnivore","Omnivore","Wetland",3
"NOPI",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",944.6,"Herbivore","Herbivore aquatic","Wetland",3
"NSHO",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",612.6,"Omnivore","Aquatic predator","Wetland",3
"PUMA",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Habitat Generalist","South America","Hirundinidae","landbird","AI","M","native",53.8,"Carnivore","Invertivore","Forest",2
"RBGR",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Eastern Forest","Widespread Neotropical","Cardinalidae","landbird","other","M","native",42,"Herbivore","Omnivore","Forest",2
"RBME",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Arctic Tundra","Marine","Anatidae","waterfowl","other","M","native",1015.2,"Carnivore","Aquatic predator","Wetland",3
"RNEP",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Introduced","Introduced","Phasianidae","other","other","Introduced","Introduced",1120.3,"Herbivore","Omnivore","Human Modified",2
"RTHA",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Habitat Generalist","Widespread","Accipitridae","landbird","other","M","native",1101.2,"Carnivore","Vertivore","Woodland",2
"SNGO",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Arctic Tundra","Temperate North America","Anatidae","waterfowl","other","M","native",2636.2,"Herbivore","Herbivore terrestrial","Grassland",3
"SPSA",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Wetland","Widespread","Scolopacidae","shorebird","other","M","native",40.4,"Carnivore","Aquatic predator","Wetland",3
"TUVU",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Habitat Generalist","Widespread","Cathartidae","landbird","other","M","native",1518.2,"Scavenger","Scavenger","Human Modified",3
"WCSP",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Habitat Generalist","Temperate North America","Passerellidae","landbird","other","M","native",28,"Omnivore","Omnivore","Shrubland",2
"WEME",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Grassland","Southwestern Aridlands","Icteridae","landbird","other","M","native",100.1,"Omnivore","Invertivore","Grassland",3
"WIFL",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Eastern Forest","Widespread Neotropical","Tyrannidae","landbird","other","M","native",13.4,"Carnivore","Invertivore","Shrubland",2
"WISN",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Wetland","Widespread","Scolopacidae","shorebird","other","M","native",112.9,"Carnivore","Aquatic predator","Wetland",3
"WODU",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",657.6,"Herbivore","Omnivore","Wetland",3
"YEWA",NA,NA,NA,NA,NA,NA,"Data deficient","Seward Park","Forest Generalist","Widespread Neotropical","Parulidae","landbird","other","M","native",10.2,"Carnivore","Invertivore","Shrubland",1
"AGOL",-0.513141065274174,0.114277062476883,0.0588291996006369,0.14371525886599,0.0856468569350677,0.0933474798280234,"Apparantly stable","Washington Park Arboretum","Forest Generalist","Temperate North America","Fringillidae","landbird","other","M","native",12.8,"Herbivore","Granivore","Forest",1
"AMCR",-0.737031248721584,0.56440133213076,0.411498691601173,-0.541996292024234,0.0526190975654241,7.01891670098438e-25,"Decreasing","Washington Park Arboretum","Habitat Generalist","Temperate North America","Corvidae","landbird","other","M","native",448.8,"Omnivore","Omnivore","Human Modified",2
"AMRO",-0.846151464755988,0.271852076323276,0.150403294664899,-0.253439454250545,0.0491161372795069,2.46944850317941e-07,"Apparantly stable","Washington Park Arboretum","Forest Generalist","Temperate North America","Turdidae","landbird","other","M","native",78.5,"Omnivore","Invertivore","Forest",3
"ANHU",-0.440594945273873,0.358057748735005,0.114956935156214,0.235979874255673,0.0494975480993017,1.86520129913025e-06,"Apparantly stable","Washington Park Arboretum","Aridlands","Temperate North America","Trochilidae","landbird","other","M","native",4.2,"Herbivore","Nectarivore","Woodland",2
"BAEA",-1.21323264091872,0.629390960347542,0.079314324165563,0.257972354489912,0.266516983724632,0.333074513441102,"Apparantly stable","Washington Park Arboretum","Wetland","Temperate North America","Accipitridae","landbird","other","M","native",4700.6,"Carnivore","Omnivore","Wetland",3
"BAOW",-1.03003526848297,NA,0.0736384028897692,-0.15722342994068,0.462180965898659,0.733723082179656,"Apparantly stable","Washington Park Arboretum","Forest Generalist","Temperate North America","Strigidae","landbird","other","R","native",711.5,"Carnivore","Vertivore","Forest",2
"BARS",-0.0901664554845005,0.940414349081712,0.874255425471403,-2.13601196759467,0.486241458248447,1.1184660793969e-05,"Decreasing","Washington Park Arboretum","Habitat Generalist","South America","Hirundinidae","landbird","AI","M","native",17.9,"Carnivore","Invertivore","Human Modified",3
"BCCH",-0.825954385767851,0.120795464555298,0.0069735812292197,-0.0496636151267997,0.0484042943149743,0.30488370452379,"Apparantly stable","Washington Park Arboretum","Forest Generalist","Temperate North America","Paridae","landbird","other","R","native",10.8,"Omnivore","Invertivore","Forest",1
"BEKI",-1.33679376342507,0.720126405400253,0.00130625501577853,-0.0380967896682982,0.256954475556513,0.882135373221234,"Apparantly stable","Washington Park Arboretum","Wetland","Widespread","Alcedinidae","landbird","other","M","native",148,"Carnivore","Aquatic predator","Riverine",3
"BEWR",-0.68652120105383,0.393270447056722,0.264655163205074,-0.368296819500748,0.0499429094861463,1.65140737348052e-13,"Decreasing","Washington Park Arboretum","Aridlands","Temperate North America","Troglodytidae","landbird","other","R","native",9.9,"Carnivore","Invertivore","Shrubland",2
"BHCO",-1.13089078615833,NA,0.443401089544661,-0.497717097221937,0.224083928766273,0.0263428947839471,"Decreasing","Washington Park Arboretum","Habitat Generalist","Temperate North America","Icteridae","landbird","other","M","native",40.3,"Carnivore","Invertivore","Forest",2
"BHGR",-0.960901503253891,NA,0.57406049044923,-0.647381408445185,0.415112469493141,0.118870386522404,"Apparantly stable","Washington Park Arboretum","Western Forest","Mexico-Central America","Cardinalidae","landbird","other","M","native",47.1,"Carnivore","Invertivore","Forest",2
"BRCR",-0.878418184733328,0.278475977243974,0.140602684943335,0.24616526208304,0.0685187803229393,0.000327308900036779,"Apparantly stable","Washington Park Arboretum","Forest Generalist","Temperate North America","Certhiidae","landbird","other","M","native",8.1,"Carnivore","Invertivore","Forest",1
"BTPI",-1.17345030016114,0.613814678383951,0.380807574641881,-0.553745570562712,0.136054132961364,4.70053523111629e-05,"Decreasing","Washington Park Arboretum","Western Forest","Mexico-Central America","Columbidae","landbird","other","M","native",366.3,"Herbivore","Granivore","Forest",2
"BTYW",-1.21233871319237,0.784287037528995,0.447034888370291,0.802764105171622,0.277562548797967,0.00382564419155371,"Increasing","Washington Park Arboretum","Western Forest","Mexico-Central America","Parulidae","landbird","other","M","native",8.7,"Carnivore","Invertivore","Forest",1
"BUSH",-1.11272950749244,0.475717507437725,0.216460761203816,-0.358312756868627,0.124119432289914,0.00389133902470835,"Decreasing","Washington Park Arboretum","Western Forest","Temperate North America","Aegithalidae","landbird","other","R","native",5.3,"Carnivore","Invertivore","Woodland",2
"CBCH",-0.898027956364783,0.520837069100795,0.256482512647035,0.407983529722245,0.0606747092248801,1.76666721130576e-11,"Increasing","Washington Park Arboretum","Western Forest","Temperate North America","Paridae","landbird","other","R","native",9.4,"Omnivore","Invertivore","Forest",1
"CEDW",-1.07267350914395,0.558826952445317,0.0481894368669426,-0.184300620320496,0.146531441218141,0.208480454907881,"Apparantly stable","Washington Park Arboretum","Forest Generalist","Temperate North America","Bombycillidae","landbird","other","M","native",31.6,"Herbivore","Frugivore","Woodland",2
"CLSW",-1.76844646396161,NA,0.971320988920371,-3.2452985694524,1.54556282998976,0.0357506668816535,"Decreasing","Washington Park Arboretum","Habitat Generalist","South America","Hirundinidae","landbird","AI","M","native",21.6,"Carnivore","Invertivore","Grassland",3
"COHA",-0.845562527657196,0.589282940606784,0.00249610433578459,0.0434725738481526,0.126212883173102,0.730516553096548,"Apparantly stable","Washington Park Arboretum","Forest Generalist","Widespread","Accipitridae","landbird","other","M","native",429.7,"Carnivore","Vertivore","Woodland",2
"CORA",-1.76471649874524,0.981056630964344,0.953305493812249,3.9558771448649,0.768424311040075,2.63225921225078e-07,"Increasing","Washington Park Arboretum","Habitat Generalist","Widespread","Corvidae","landbird","other","R","native",928,"Omnivore","Omnivore","Forest",3
"DCCO",-1.15385207670346,NA,0.474139985855715,-0.529509278231249,0.356686267263512,0.13766999513581,"Apparantly stable","Washington Park Arboretum","Wetland","Temperate North America","Phalacrocoracidae","waterbird","other","M","native",1806.49,"Carnivore","Aquatic predator","Marine",3
"DEJU",-0.992287242406404,0.526108337278671,0.346808118826431,0.477046211678039,0.0528731929412758,1.83913963385247e-19,"Increasing","Washington Park Arboretum","Forest Generalist","Temperate North America","Passerellidae","landbird","other","M","native",19.5,"Herbivore","Granivore","Forest",2
